,age,education,default,balance,housing,loan,month,duration,campaign,pdays,previous,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown
13956,34,3,0,473,0,0,8,94,11,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
13957,41,2,0,1508,0,1,1,301,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
13958,41,1,0,402,0,0,6,114,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13959,49,2,0,780,0,0,2,354,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13960,58,0,0,5505,1,0,5,317,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13961,37,2,0,566,1,0,8,168,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
13962,59,1,0,6290,1,0,4,19,4,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
13963,48,3,0,17964,1,0,5,208,2,96,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13964,34,2,0,0,0,1,7,62,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
13965,40,2,0,367,1,0,2,89,1,274,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
13966,51,3,0,1357,1,0,11,233,3,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
13967,32,3,0,2976,1,0,8,88,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
13968,33,3,0,718,1,0,4,122,1,98,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13969,41,2,0,295,0,0,7,509,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
13970,34,2,0,675,0,0,7,81,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
13971,38,3,0,547,1,0,5,137,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13972,38,2,0,706,0,0,11,206,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13973,45,2,0,4365,0,1,2,45,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13974,45,0,0,2834,0,0,8,112,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
13975,35,3,0,4038,1,1,5,160,6,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13976,27,3,0,24,1,0,2,344,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
13977,40,2,0,1269,1,0,11,353,1,172,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
13978,53,0,0,352,0,0,11,199,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13979,50,3,0,843,0,1,5,71,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13980,53,2,0,38,1,0,11,89,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
13981,41,2,0,523,1,1,11,5,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13982,54,2,0,1288,1,0,5,170,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13983,35,2,0,353,1,0,4,8,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
13984,35,1,0,712,1,0,5,192,1,347,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
13985,31,2,0,1803,1,0,5,350,8,360,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
13986,41,1,0,2053,0,0,7,81,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13987,60,2,0,646,1,0,7,649,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13988,28,3,0,61,1,0,7,401,8,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
13989,38,3,0,-498,0,0,8,85,6,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13990,31,2,0,203,0,1,11,177,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
13991,55,2,0,549,0,0,8,43,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
13992,39,3,0,1457,1,0,4,430,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13993,52,2,0,-38,0,0,6,613,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
13994,31,3,0,1598,1,0,7,36,33,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13995,58,3,0,50,1,0,11,675,4,171,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13996,46,3,0,1148,0,0,7,104,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
13997,48,2,0,4,0,0,8,68,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13998,33,2,0,3071,1,1,11,46,2,122,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
13999,53,0,0,7,0,0,11,68,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14000,30,2,0,1473,1,0,4,401,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14001,50,3,0,1612,0,0,6,532,2,98,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14002,52,2,0,10,0,1,7,72,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14003,31,1,0,5972,0,0,11,59,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14004,55,2,0,2410,1,0,11,135,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14005,40,2,0,462,1,1,4,272,1,335,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14006,22,1,0,7982,1,0,6,18,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
14007,30,3,0,398,0,0,4,554,1,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14008,40,2,1,-94,1,1,5,227,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14009,42,2,0,197,0,0,6,199,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14010,50,3,0,1347,1,1,6,582,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
14011,48,1,0,0,1,0,4,90,2,259,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
14012,47,2,0,292,0,0,2,277,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14013,44,3,0,184,1,1,2,653,3,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
14014,34,2,0,626,1,0,5,142,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14015,42,2,0,0,0,0,7,91,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14016,49,1,0,400,1,0,5,64,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
14017,47,2,0,1647,0,0,8,39,13,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14018,58,2,0,169,0,0,11,301,1,94,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
14019,38,3,0,5244,0,0,8,310,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14020,45,3,0,0,0,0,11,416,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14021,30,3,0,2994,1,0,3,156,1,137,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14022,36,3,0,2957,1,1,4,193,2,265,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14023,35,0,0,186,1,0,2,196,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14024,38,2,0,599,1,0,2,331,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14025,24,2,0,753,1,0,3,259,15,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14026,43,2,0,590,1,1,4,306,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14027,40,3,0,1554,0,0,1,99,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
14028,36,3,0,3649,1,0,6,756,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14029,31,2,0,14,0,0,11,46,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14030,33,3,0,595,0,0,8,22,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14031,30,2,0,1282,1,0,5,346,3,356,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14032,42,1,0,46,1,0,6,130,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14033,49,3,0,-888,0,1,7,298,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
14034,59,3,0,559,1,0,5,168,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
14035,33,1,0,0,0,0,8,237,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14036,45,2,0,1603,0,0,6,164,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
14037,33,2,0,310,1,0,5,54,2,371,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
14038,32,3,0,2515,0,1,11,223,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14039,37,1,0,380,1,1,7,548,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14040,39,3,0,3913,0,0,8,150,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14041,36,2,0,376,0,0,8,479,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
14042,40,2,0,-605,1,1,11,79,1,171,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
14043,40,2,0,348,1,0,8,142,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
14044,44,3,0,-1313,1,1,5,104,10,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14045,39,2,1,0,0,0,7,528,9,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14046,31,2,0,413,1,0,5,65,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
14047,40,0,0,24,1,0,5,185,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14048,39,2,0,983,1,0,5,97,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14049,38,2,0,505,1,1,6,48,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14050,34,2,0,-38,1,0,5,48,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
14051,59,3,0,281,0,0,7,430,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14052,32,2,0,8749,1,1,10,294,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14053,32,2,0,0,0,0,5,206,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14054,23,2,0,-213,1,1,5,87,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14055,31,3,1,147,1,0,5,12,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
14056,44,2,0,427,1,0,7,151,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14057,36,2,0,0,1,0,5,171,1,172,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
14058,61,0,0,264,0,0,7,270,1,178,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14059,39,3,0,218,0,0,8,97,9,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14060,27,3,0,6791,0,0,3,174,2,229,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14061,39,2,0,7783,0,0,6,108,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14062,51,2,0,-800,0,0,7,203,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
14063,37,1,0,351,0,0,6,108,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14064,52,2,0,3029,1,1,5,65,2,285,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
14065,48,2,0,329,0,0,7,711,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
14066,34,2,0,6,1,0,5,99,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
14067,30,2,0,31,0,0,5,229,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14068,54,3,0,7249,1,1,2,102,2,77,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
14069,33,2,0,1624,1,1,5,951,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14070,49,3,0,255,1,0,3,96,6,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14071,27,1,0,0,1,0,7,435,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14072,46,2,0,0,0,0,8,6,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
14073,21,2,0,164,0,0,5,260,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14074,40,2,0,108,0,0,2,10,6,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14075,31,2,0,1138,1,1,5,254,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14076,32,2,0,280,1,0,7,59,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14077,33,1,0,2054,0,0,8,472,6,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14078,38,2,0,50,1,1,7,545,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14079,36,1,0,0,0,0,2,409,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
14080,47,3,0,296,1,0,5,500,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14081,56,1,0,0,0,0,6,291,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14082,30,2,0,285,1,0,7,68,11,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14083,26,2,0,0,0,0,7,409,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
14084,33,2,0,2411,1,0,10,130,1,161,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
14085,39,3,0,3972,0,0,7,122,3,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
14086,29,2,0,814,0,0,1,54,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
14087,48,3,0,648,1,0,11,290,1,110,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14088,32,3,0,11315,0,0,5,286,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14089,33,3,0,1109,0,0,8,306,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14090,61,3,0,1257,0,0,2,503,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
14091,75,2,0,26452,0,0,7,219,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
14092,41,2,0,124,1,0,5,191,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14093,36,2,0,103,1,0,5,122,2,344,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
14094,30,2,0,348,1,0,5,14,3,358,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14095,30,1,0,184,1,0,5,217,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14096,30,2,0,523,0,1,6,136,3,101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14097,60,2,0,-46,0,0,5,132,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
14098,28,2,0,633,0,1,7,95,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
14099,41,2,0,1322,1,0,1,58,1,266,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14100,44,1,1,-4,0,1,7,788,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
14101,26,2,0,7,1,0,7,188,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
14102,54,2,0,559,1,1,6,242,6,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
14103,31,2,0,439,0,0,5,233,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14104,31,3,1,-1038,1,0,7,255,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14105,53,1,0,421,1,0,11,677,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14106,37,1,0,1104,0,0,6,15,8,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14107,56,3,0,154,0,0,8,454,6,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14108,30,2,0,1309,0,0,1,622,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14109,44,2,0,-88,1,0,5,600,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14110,30,1,0,660,1,0,5,912,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14111,28,1,0,-469,1,0,7,244,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14112,35,3,0,935,1,0,11,71,1,176,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
14113,43,3,0,519,1,0,5,715,6,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
14114,46,0,0,854,1,0,4,478,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
14115,44,2,0,2403,1,0,1,180,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14116,48,2,0,11371,1,0,4,249,1,86,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
14117,32,2,0,-648,1,0,5,439,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14118,46,2,0,379,0,0,6,886,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
14119,60,3,0,2261,0,0,6,245,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
14120,51,2,0,0,0,1,6,565,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
14121,63,2,0,2716,0,0,1,205,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
14122,40,2,0,220,1,0,5,197,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14123,40,2,0,754,0,1,4,635,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14124,34,3,0,899,1,0,11,377,3,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14125,57,2,0,225,1,0,5,22,7,337,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
14126,27,1,1,-238,0,0,7,132,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14127,50,3,0,810,0,0,6,510,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14128,33,3,0,81,1,0,5,104,1,186,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
14129,67,3,0,405,0,0,11,344,2,95,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14130,43,1,0,437,1,0,11,142,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14131,49,2,0,3309,1,0,5,349,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14132,49,2,0,7019,1,0,6,263,1,368,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
14133,34,2,0,545,1,0,8,96,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
14134,31,3,0,256,1,0,7,873,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
14135,39,2,0,1022,1,0,5,1410,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
14136,56,1,0,864,0,0,7,46,6,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14137,32,3,0,71,0,0,2,75,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14138,45,3,0,3626,0,0,6,2485,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
14139,31,3,0,-502,1,1,5,523,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
14140,56,3,0,2037,0,0,8,318,1,91,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
14141,31,2,0,6943,1,0,5,109,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14142,51,3,0,346,0,0,8,237,1,180,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14143,55,3,0,17,0,0,8,129,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14144,34,3,0,0,1,0,8,36,7,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14145,27,2,0,362,1,0,5,332,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14146,60,3,0,979,1,0,1,295,3,347,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
14147,28,2,0,2992,1,0,1,337,4,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
14148,40,2,0,3430,1,0,11,1855,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
14149,36,3,0,328,1,1,7,136,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
14150,27,2,0,1123,0,0,8,75,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14151,35,3,0,2387,1,1,6,289,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14152,35,2,0,175,1,0,1,219,1,246,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
14153,59,2,0,1245,0,0,1,285,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14154,34,2,0,134,1,0,5,159,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
14155,57,2,0,629,1,0,5,226,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
14156,39,2,0,626,1,0,5,126,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
14157,43,3,0,1304,0,0,8,501,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14158,53,1,0,574,1,0,5,121,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
14159,32,2,0,644,1,1,5,198,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
14160,35,3,0,331,0,0,8,857,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14161,59,2,0,374,0,0,8,272,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
14162,42,2,0,215,1,1,11,158,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14163,36,2,0,1228,1,0,5,303,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
14164,31,3,0,25,0,0,8,265,16,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
14165,34,0,0,4223,0,1,11,133,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
14166,48,2,0,-85,1,0,5,56,1,343,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14167,39,2,0,104,1,0,5,412,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14168,34,2,0,375,1,0,4,55,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14169,50,2,0,86,0,0,2,279,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
14170,34,2,0,393,1,0,5,314,2,177,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
