,age,education,default,balance,housing,loan,month,duration,campaign,pdays,previous,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,Actual,Prediction
12795,32,3,0,2559,0,0,7,889,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
12796,32,2,0,1604,0,1,7,625,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
12797,34,1,1,-2,0,1,7,199,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12798,30,3,0,0,0,0,7,240,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12799,51,2,0,505,1,0,7,199,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12800,29,3,0,0,0,1,7,158,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
12801,35,2,0,2110,0,1,7,39,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
12802,29,1,0,0,1,0,7,256,15,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12803,31,2,0,1,0,1,7,174,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12804,40,0,0,0,0,1,7,161,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
12805,29,1,0,57,0,1,7,461,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12806,44,1,0,398,0,0,7,187,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12807,32,2,0,-1139,1,0,7,201,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
12808,36,2,0,537,0,1,7,206,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12809,40,2,0,351,0,1,7,139,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
12810,37,3,0,0,0,0,7,643,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
12811,45,2,0,-57,0,1,7,262,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12812,55,0,0,3068,0,0,7,44,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12813,39,2,0,2319,0,0,7,84,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12814,25,3,0,437,0,1,7,121,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
12815,41,2,0,879,0,1,7,60,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
12816,34,2,0,232,0,0,7,130,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
12817,37,2,0,-117,0,1,7,106,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12818,51,2,0,3003,1,0,7,149,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12819,35,2,0,0,0,1,7,480,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12820,49,1,0,-167,0,0,7,51,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12821,28,2,0,909,0,1,7,532,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
12822,26,2,0,428,0,1,7,575,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12823,27,3,0,54,1,1,7,72,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12824,45,2,0,-176,0,1,7,574,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
12825,34,2,0,564,0,1,7,445,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12826,27,2,0,221,0,1,7,554,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
12827,35,2,0,35,1,0,7,129,4,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
12828,48,2,0,8,0,1,7,46,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12829,33,2,0,149,0,1,7,254,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
12830,31,2,0,475,0,0,7,226,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
12831,40,0,0,29,0,0,7,118,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12832,56,2,0,977,0,0,7,1200,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
12833,29,1,0,161,0,1,7,295,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12834,40,3,0,492,0,1,7,125,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12835,35,2,0,0,0,0,7,78,11,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12836,30,1,0,40,1,1,7,174,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12837,59,2,0,13718,0,0,7,107,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12838,34,2,0,205,1,1,7,309,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12839,26,2,0,123,0,1,7,209,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12840,41,2,0,0,0,1,7,630,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12841,31,3,0,0,0,0,7,57,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
12842,58,2,0,2146,0,0,7,206,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12843,35,1,0,63,0,1,7,243,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12844,27,2,0,-428,0,0,7,451,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
12845,40,3,0,0,0,0,7,111,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12846,52,3,1,-1014,0,1,7,154,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
12847,38,2,0,-228,1,0,7,162,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
12848,30,2,0,-42,0,0,7,86,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12849,25,2,0,218,0,1,7,448,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12850,57,1,0,282,0,1,7,261,12,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12851,29,2,0,123,0,1,7,151,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
12852,48,1,0,14,0,1,7,120,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12853,29,2,0,247,0,1,7,199,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12854,31,0,1,-6,0,1,7,94,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12855,38,2,0,216,0,0,7,97,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12856,29,2,0,-28,0,0,7,531,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
12857,40,2,0,326,1,1,7,112,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12858,31,2,0,119,0,0,7,80,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12859,34,1,0,69,0,0,7,41,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12860,29,1,0,707,0,0,7,210,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12861,44,1,0,-227,0,1,7,153,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12862,41,2,1,1085,1,1,7,599,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
12863,34,2,0,368,0,1,7,2201,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
12864,35,1,1,25,0,1,7,236,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12865,43,3,0,-132,1,1,7,532,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12866,59,1,0,1265,0,1,7,849,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
12867,46,2,0,700,0,1,7,136,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12868,55,2,0,82,0,1,7,500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12869,41,1,0,1529,0,0,7,61,6,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12870,59,3,0,623,1,0,7,212,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12871,39,2,0,-241,1,1,7,337,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
12872,26,3,0,278,1,1,7,1467,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
12873,33,2,0,1834,1,0,7,117,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12874,32,2,0,-398,0,1,7,387,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
12875,41,2,0,0,0,0,7,353,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
12876,29,2,0,-597,0,0,7,500,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
12877,31,2,0,16,0,0,7,387,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12878,37,2,0,10,0,1,7,162,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12879,50,2,0,-79,0,1,7,70,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12880,27,3,0,338,0,1,7,535,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12881,47,3,0,-50,0,1,7,175,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12882,47,2,0,-239,1,1,7,973,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
12883,47,3,0,333,0,0,7,141,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12884,51,2,0,867,1,0,7,422,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
12885,57,2,0,-37,0,1,7,354,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12886,44,2,0,0,1,0,7,835,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
12887,51,3,0,1392,0,0,7,511,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12888,28,1,0,-196,0,0,7,209,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12889,41,2,0,0,1,1,7,166,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12890,30,2,0,269,0,1,7,1165,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
12891,25,2,0,913,1,0,7,113,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12892,32,2,0,-267,0,1,7,98,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12893,40,2,0,193,1,1,7,190,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
12894,31,2,0,78,1,1,7,104,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
12895,30,2,0,85,1,1,7,88,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
12896,25,2,0,111,0,1,7,316,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
12897,45,2,0,226,0,0,7,211,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12898,49,1,1,-354,0,1,7,455,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12899,32,2,0,212,0,0,7,830,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
12900,52,1,0,9444,0,0,7,271,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12901,35,3,0,14,0,0,7,167,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12902,60,3,0,468,0,0,7,108,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12903,33,1,1,-15,0,1,7,326,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12904,43,3,0,1530,0,0,7,91,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12905,42,2,0,1133,1,0,7,375,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12906,50,0,0,680,0,0,7,457,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
12907,33,2,0,329,1,1,7,227,4,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
12908,42,2,0,473,1,0,7,216,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
12909,26,2,1,-8019,0,1,7,299,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12910,25,3,0,226,0,0,7,366,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
12911,26,2,0,383,1,1,7,238,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12912,39,2,0,1,0,1,7,281,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12913,39,2,0,27,0,1,7,290,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
12914,31,2,0,49,1,0,7,234,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
12915,52,3,0,1023,0,0,7,107,6,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
12916,28,2,0,1507,0,0,7,92,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12917,46,1,0,3969,0,0,7,46,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12918,28,2,0,198,0,0,7,159,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
12919,54,2,0,0,0,1,7,97,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12920,45,1,0,55,0,0,7,112,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12921,58,1,0,124,1,0,7,293,7,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12922,42,2,0,419,0,0,7,88,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12923,34,2,0,-72,1,0,7,273,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12924,50,2,0,0,0,0,7,152,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
12925,59,1,0,3372,0,0,7,87,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12926,56,2,0,58932,0,0,7,339,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12927,58,2,0,-354,1,1,7,98,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
12928,31,3,0,-513,0,1,7,124,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12929,58,2,0,916,0,0,7,244,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12930,25,2,0,402,0,1,7,264,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
12931,32,2,0,22,0,0,7,280,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12932,38,1,0,433,0,0,7,116,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12933,33,2,0,1326,0,1,7,164,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12934,37,2,0,147,1,0,7,25,30,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12935,38,3,0,76,1,0,7,196,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12936,31,3,0,1598,1,0,7,36,33,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12937,52,2,0,497,0,1,7,277,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12938,27,2,0,145,0,1,7,95,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12939,25,1,0,0,0,0,7,116,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12940,31,3,0,383,0,1,7,305,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12941,35,3,0,1361,0,1,7,15,11,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12942,28,2,1,-1270,0,1,7,237,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
12943,29,2,0,-305,1,1,7,263,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12944,33,2,0,2284,1,1,7,210,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
12945,39,2,0,0,0,0,7,333,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
12946,47,2,1,-594,1,1,7,100,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12947,39,0,0,18,0,0,7,75,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12948,50,2,0,1717,0,0,7,416,8,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
12949,50,3,0,387,0,0,7,221,8,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12950,49,3,0,96,0,0,7,51,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12951,44,1,0,5038,0,0,7,199,7,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12952,28,2,0,1581,0,1,7,576,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
12953,31,2,0,8,0,0,7,340,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
12954,47,2,0,1152,0,0,7,260,13,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12955,30,3,0,101,1,1,7,187,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
12956,29,2,0,218,0,0,7,255,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12957,51,1,0,720,0,0,7,160,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12958,44,3,0,0,1,0,7,96,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12959,43,2,0,-213,0,1,7,543,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12960,44,2,0,300,1,0,7,182,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
12961,41,2,0,-396,1,0,7,104,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12962,59,1,0,55,0,0,7,13,20,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12963,49,2,0,766,1,0,7,150,4,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12964,31,2,0,9,0,0,7,167,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
12965,50,3,0,223,0,0,7,264,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12966,33,2,0,0,0,1,7,224,4,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12967,58,1,0,853,0,0,7,317,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12968,36,3,0,1346,0,0,7,74,7,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12969,35,3,0,122,0,0,7,179,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12970,30,2,0,52,0,1,7,422,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12971,27,1,0,1659,0,1,7,447,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12972,35,3,0,126,0,1,7,371,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12973,53,2,0,143,1,0,7,122,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12974,35,2,0,1688,1,0,7,41,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12975,60,3,1,-108,0,1,7,79,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12976,27,2,0,102,0,1,7,159,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12977,54,2,0,203,1,0,7,238,8,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12978,48,2,0,252,0,0,7,261,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12979,40,2,0,-626,1,0,7,140,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12980,26,2,0,6,0,1,7,360,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12981,38,2,0,0,1,1,7,500,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
12982,31,1,0,76,0,1,7,146,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12983,46,1,0,14,0,0,7,407,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12984,27,3,0,1117,1,0,7,416,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12985,53,1,0,1086,0,0,7,112,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12986,40,1,1,-23,0,1,7,756,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12987,43,2,0,128,1,0,7,122,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12988,37,0,0,897,1,0,7,339,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12989,31,1,0,-367,1,1,7,352,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12990,28,2,0,-228,1,1,7,164,3,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12991,43,1,0,8,0,0,7,245,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12992,28,2,0,619,0,0,7,327,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12993,47,2,0,24,0,1,7,95,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
12994,43,3,0,42,0,0,7,285,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12995,57,3,0,-40,0,1,7,88,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
12996,58,2,0,282,0,1,7,78,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
